property_id,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,Total_Area
16574261,Flat,4000000,Bahria Town,Islamabad,Islamabad Capital,33.695973,73.215615,2,For Sale,1,6/13/2019,5717.271
16574313,Flat,4000000,Bahria Town,Islamabad,Islamabad Capital,33.695973,73.215615,2,For Sale,1,6/13/2019,5717.271
16574324,Flat,4000000,Bahria Town,Islamabad,Islamabad Capital,33.695973,73.215615,2,For Sale,1,6/13/2019,5717.271
16574830,House,19500000,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,5,For Sale,4,6/5/2019,4356.016
16574974,House,14500000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,5,6/5/2019,2178.008
16575008,House,14500000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,5,6/5/2019,2178.008
16563182,House,26500000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,0,For Sale,4,6/17/2019,2722.51
16563554,House,2600000,Bawa Chack 120 JB,Faisalabad,Punjab,31.478758,73.080435,0,For Sale,0,6/17/2019,6806.275
16563682,House,6000000,Satiana Road,Faisalabad,Punjab,31.37861,73.129245,0,For Sale,0,6/17/2019,9528.785
16566475,House,4000000,Abdullahpur,Faisalabad,Punjab,31.423683,73.10636,2,For Sale,3,6/17/2019,6806.275
16568925,House,8000000,Millat Town,Faisalabad,Punjab,31.493164,73.102634,0,For Sale,0,6/17/2019,1361.255
16568929,House,8000000,Millat Town,Faisalabad,Punjab,31.493164,73.102634,0,For Sale,0,6/17/2019,1361.255
16569530,House,17500000,Satiana Road,Faisalabad,Punjab,31.372179,73.125594,0,For Sale,0,6/17/2019,2722.51
16569531,House,16500000,Satiana Road,Faisalabad,Punjab,31.372179,73.125594,0,For Sale,0,6/17/2019,2722.51
16569533,House,22500000,Satiana Road,Faisalabad,Punjab,31.374979,73.128807,0,For Sale,0,6/17/2019,5445
16562270,Flat,2700000,Transformer Chowk,Rawalpindi,Punjab,33.633484,73.087673,2,For Sale,2,6/4/2019,7078.526
16563208,House,8600000,Adiala Road,Rawalpindi,Punjab,33.550869,73.056182,5,For Sale,5,6/20/2019,1361.255
16564607,House,17000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,6,For Sale,5,6/6/2019,3267.012
16565518,House,6500000,Adiala Road,Rawalpindi,Punjab,33.550869,73.056182,2,For Sale,4,6/20/2019,1633.506
16567544,House,6000000,Airport Housing Society,Rawalpindi,Punjab,33.590885,73.133533,3,For Sale,2,6/20/2019,1361.255
16568576,House,15500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,5,For Sale,5,6/28/2019,1905.757
16569713,House,41500000,DHA Defence,Lahore,Punjab,31.471571,74.445906,6,For Sale,5,6/29/2019,5445
16569886,House,14000000,Tariq Gardens,Lahore,Punjab,31.420094,74.254174,4,For Sale,3,6/3/2019,1361.255
16569919,House,11000000,Canal Garden,Lahore,Punjab,31.393209,74.175897,4,For Sale,4,6/11/2019,1361.255
16569982,House,11000000,Canal Garden,Lahore,Punjab,31.393209,74.175897,4,For Sale,4,6/11/2019,1361.255
16570029,House,10200000,Canal Garden,Lahore,Punjab,31.393209,74.175897,4,For Sale,4,6/11/2019,1361.255
16570099,House,14000000,Johar Town,Lahore,Punjab,31.466337,74.256892,6,For Sale,5,6/4/2019,1361.255
16570105,House,12000000,Eden,Lahore,Punjab,31.394088,74.367428,3,For Sale,3,6/3/2019,2722.51
16570315,House,27000000,Tariq Gardens,Lahore,Punjab,31.416798,74.256835,6,For Sale,5,6/3/2019,2722.51
16570417,House,5800000,Jia Baga Road,Lahore,Punjab,31.325715,74.264989,0,For Sale,0,6/4/2019,1361.255
16570556,House,22000000,Wapda Town,Lahore,Punjab,31.421046,74.263186,6,For Sale,5,6/11/2019,2722.51
16570678,House,25000000,NFC 1,Lahore,Punjab,31.418263,74.268087,5,For Sale,5,6/3/2019,2722.51
16570709,House,6500000,Johar Town,Lahore,Punjab,31.458466,74.292161,1,For Sale,1,6/3/2019,816.7529999999999
16570752,Flat,3800000,Bahria Town,Lahore,Punjab,31.37108,74.190316,0,For Sale,0,6/11/2019,4900.518
16570862,Flat,5500000,Bahria Town,Lahore,Punjab,31.374195,74.191482,0,For Sale,0,6/11/2019,7623.027999999999
16571231,House,14000000,Green Town,Lahore,Punjab,31.434742,74.304729,3,For Sale,3,6/3/2019,1361.255
16571265,House,14000000,Township,Lahore,Punjab,31.451804,74.310436,3,For Sale,3,6/3/2019,1361.255
16571454,House,6850000,Multan Road,Lahore,Punjab,31.431593,74.179974,3,For Sale,3,6/4/2019,1089.004
16571544,Flat,2394000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,6/3/2019,2994.7609999999995
16571545,Flat,2394000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,6/4/2019,2994.7609999999995
16571546,Flat,2394000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,6/4/2019,2994.7609999999995
16571547,Flat,2999000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,6/4/2019,2994.7609999999995
16571548,Flat,3477000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,7/2/2019,4356.016
16571551,Flat,5624000,Bahria Town,Lahore,Punjab,31.374195,74.191482,2,For Sale,2,6/4/2019,7078.526
16571552,Flat,3952000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,6/4/2019,4900.518
16571553,Flat,3477000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,6/4/2019,4356.016
16571650,Flat,3952000,Bahria Town,Lahore,Punjab,31.374195,74.191482,1,For Sale,1,7/2/2019,4900.518
16571652,Flat,5624000,Bahria Town,Lahore,Punjab,31.374195,74.191482,2,For Sale,2,7/2/2019,7078.526
16571653,Flat,7045000,Bahria Town,Lahore,Punjab,31.374195,74.191482,2,For Sale,2,7/2/2019,7078.526
16571747,House,12500000,Samanabad,Lahore,Punjab,31.539206,74.305515,4,For Sale,4,6/4/2019,1905.757
16571993,House,53000000,DHA Defence,Lahore,Punjab,31.471571,74.445906,5,For Sale,5,6/4/2019,5445
16572062,House,11500000,Sabzazar Scheme,Lahore,Punjab,31.517532,74.260182,3,For Sale,3,6/4/2019,1361.255
16572294,House,14000000,Ghausia Colony,Lahore,Punjab,31.477812,74.357766,6,For Sale,6,6/4/2019,1361.255
16572300,House,13000000,Ghausia Colony,Lahore,Punjab,31.477812,74.357766,4,For Sale,4,6/4/2019,1361.255
16572305,House,6850000,Multan Road,Lahore,Punjab,31.431593,74.179974,3,For Sale,3,6/4/2019,1089.004
16572327,House,35000000,Architects Engineers Housing Society,Lahore,Punjab,31.441113,74.258008,7,For Sale,6,6/4/2019,5445
16572500,House,12000000,Bahria Town,Lahore,Punjab,31.365803,74.190116,4,For Sale,3,6/11/2019,1361.255
16572553,Flat,5500000,Gulberg,Lahore,Punjab,31.522361,74.347173,2,For Sale,2,6/4/2019,10345.538
16572615,House,91500000,DHA Defence,Lahore,Punjab,31.494408,74.437666,8,For Sale,7,7/1/2019,10890
16572628,House,32500000,Model Town,Lahore,Punjab,31.482368,74.310751,6,For Sale,5,6/4/2019,3267.012
16572632,House,149000000,DHA Defence,Lahore,Punjab,31.478745,74.407969,6,For Sale,5,6/18/2019,10890
16572680,House,15000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,3,For Sale,2,6/4/2019,2722.51
16572686,House,15500000,Wapda Town,Lahore,Punjab,31.425294,74.259753,4,For Sale,3,6/4/2019,2722.51
16572753,House,12000000,Bahria Town,Lahore,Punjab,31.365803,74.190116,5,For Sale,3,6/4/2019,1361.255
16572805,House,16500000,Pak Arab Housing Society,Lahore,Punjab,31.432105,74.349117,5,For Sale,4,6/4/2019,1361.255
16573115,House,31000000,DHA Defence,Lahore,Punjab,31.485991,74.388685,5,For Sale,5,6/30/2019,5445
16573175,House,35000000,DHA Defence,Lahore,Punjab,31.487345,74.39538,5,For Sale,5,6/30/2019,5445
16573278,House,13000000,DHA Defence,Lahore,Punjab,31.453634,74.391518,3,For Sale,3,6/30/2019,1361.255
16574098,House,15000000,Fateh Garh,Lahore,Punjab,31.572905,74.404206,0,For Sale,5,6/4/2019,1905.757
16574527,House,20000000,Punjab Govt Employees Society,Lahore,Punjab,31.443383,74.286324,5,For Sale,5,6/11/2019,2722.51
16574565,House,25000000,Revenue Society,Lahore,Punjab,31.454181,74.281004,5,For Sale,5,6/11/2019,2722.51
16574587,House,24500000,Revenue Society,Lahore,Punjab,31.454181,74.281004,5,For Sale,5,6/11/2019,2722.51
16574629,House,27000000,Punjab Govt Employees Society,Lahore,Punjab,31.443383,74.286324,5,For Sale,5,6/11/2019,2722.51
16574665,House,27000000,PIA Housing Scheme,Lahore,Punjab,31.446129,74.278986,5,For Sale,5,6/11/2019,2722.51
16574699,House,42500000,Punjab Govt Employees Society,Lahore,Punjab,31.443383,74.286324,5,For Sale,5,6/11/2019,5445
16574715,House,27000000,BOR - Board of Revenue Housing Society,Lahore,Punjab,31.478452,74.296846,5,For Sale,5,6/11/2019,2722.51
16574758,House,40000000,Johar Town,Lahore,Punjab,31.469558,74.28139,5,For Sale,5,6/11/2019,2722.51
16574759,House,32500000,BOR - Board of Revenue Housing Society,Lahore,Punjab,31.478452,74.296846,5,For Sale,5,6/11/2019,3267.012
16574809,House,32500000,Johar Town,Lahore,Punjab,31.469558,74.28139,5,For Sale,5,6/11/2019,2722.51
16574992,Farm House,22500000,Manga Mandi,Lahore,Punjab,31.300536,74.070125,5,For Sale,5,6/11/2019,27225
16575100,House,6800000,Al Rehman Garden,Lahore,Punjab,31.59217,74.240784,3,For Sale,4,6/11/2019,1089.004
16575434,House,3000000,Sodiwal,Lahore,Punjab,31.534753,74.285189,3,For Sale,3,6/4/2019,4083.765
16575746,House,14000000,Al Rehman Garden,Lahore,Punjab,31.598277,74.232678,3,For Sale,5,6/4/2019,2178.008
16575965,House,6500000,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,3,For Sale,4,6/4/2019,1089.004
16576113,House,13500000,Punjab Govt Servant Society,Lahore,Punjab,31.405462,74.162757,5,For Sale,3,6/4/2019,2722.51
16576298,House,50000000,Elite Town,Lahore,Punjab,31.342495,74.372878,5,For Sale,6,6/4/2019,10890
16576581,House,14000000,Johar Town,Lahore,Punjab,31.461578,74.270024,5,For Sale,5,6/4/2019,1361.255
16576582,House,14500000,Johar Town,Lahore,Punjab,31.461578,74.270024,5,For Sale,5,6/4/2019,1361.255
16576585,House,13000000,Johar Town,Lahore,Punjab,31.463884,74.271269,6,For Sale,6,6/4/2019,1361.255
16576588,House,21000000,PIA Housing Scheme,Lahore,Punjab,31.44785,74.278207,5,For Sale,5,6/4/2019,2722.51
16576653,House,24000000,Shahdara,Lahore,Punjab,31.626564,74.281826,4,For Sale,6,6/4/2019,5445
16576907,House,16000000,Habib Homes,Lahore,Punjab,31.463074,74.321506,2,For Sale,2,6/4/2019,2722.51
16569534,House,22500000,Satiana Road,Faisalabad,Punjab,31.375873,73.122096,0,For Sale,0,6/17/2019,5445
16569535,House,17500000,Satiana Road,Faisalabad,Punjab,31.372179,73.125594,0,For Sale,0,6/17/2019,2722.51
16572777,House,24000000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,7,For Sale,6,6/17/2019,2722.51
16572821,House,6500000,Kaleem Shaheed Colony No 2,Faisalabad,Punjab,31.435291,73.026674,5,For Sale,6,6/17/2019,816.7529999999999
16572971,House,12500000,Rachna Town,Faisalabad,Punjab,31.390571,73.115802,0,For Sale,0,6/16/2019,1633.506
16574624,House,2850000,Samundari Road,Faisalabad,Punjab,31.391121,73.075386,0,For Sale,0,6/16/2019,544.502
16574626,House,2950000,Samundari Road,Faisalabad,Punjab,31.391121,73.075386,0,For Sale,0,6/16/2019,544.502
16574810,House,10000000,Eden Orchard,Faisalabad,Punjab,31.484528,73.085066,0,For Sale,0,6/18/2019,1361.255
16574812,House,10000000,Eden Orchard,Faisalabad,Punjab,31.484528,73.085066,0,For Sale,0,7/2/2019,1361.255
16574825,House,10000000,Eden Orchard,Faisalabad,Punjab,31.484528,73.085066,0,For Sale,0,6/18/2019,1361.255
16574871,House,7000000,Eden Orchard,Faisalabad,Punjab,31.484528,73.085066,0,For Sale,0,7/2/2019,1361.255
16570178,House,8000000,Chakri Road,Rawalpindi,Punjab,33.543125,72.98946,4,For Sale,6,6/4/2019,1633.506
16570361,Upper Portion,10500000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,3,For Sale,3,6/5/2019,26136.096
16570431,House,150000000,DHA Defence,Karachi,Sindh,24.810265,67.043552,7,For Sale,6,6/5/2019,10890
16570440,House,47500000,North Nazimabad,Karachi,Sindh,24.942561,67.042007,0,For Sale,0,6/5/2019,45738.168
16570442,Flat,1800000,Korangi,Karachi,Sindh,24.827042,67.105828,2,For Sale,2,6/5/2019,6534.023999999999
16571132,Flat,15000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.905628,67.074788,3,For Sale,3,6/7/2019,20146.574
16571279,Flat,16000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,3,For Sale,3,6/5/2019,13884.801
16571380,House,5500000,Korangi,Karachi,Sindh,24.829507,67.139926,1,For Sale,3,6/5/2019,8712.032
16571431,Flat,23000000,Tariq Road,Karachi,Sindh,24.871155,67.059571,3,For Sale,3,6/5/2019,1361.255
16571542,House,13500000,Scheme 33,Karachi,Sindh,24.97147,67.118911,7,For Sale,6,6/5/2019,13068.048
16571667,Flat,5500000,North Karachi,Karachi,Sindh,24.974388,67.068701,3,For Sale,3,6/5/2019,13884.801
16571975,Flat,12000000,Gulistan-e-Jauhar,Karachi,Sindh,24.920965,67.122366,3,For Sale,3,6/5/2019,17424.064
16572380,House,67500000,DHA Defence,Karachi,Sindh,24.824093,67.061405,5,For Sale,4,6/14/2019,3267.012
16572389,Flat,7500000,DHA Defence,Karachi,Sindh,24.834337,67.055397,3,For Sale,2,7/14/2019,11979.043999999998
16572397,Flat,18000000,DHA Defence,Karachi,Sindh,24.832117,67.063637,4,For Sale,3,6/14/2019,2178.008
16572766,House,33500000,Gulistan-e-Jauhar,Karachi,Sindh,24.93591,67.152597,7,For Sale,6,6/5/2019,2722.51
16572776,House,50000000,North Karachi,Karachi,Sindh,24.953829,67.062029,7,For Sale,8,6/5/2019,17424.064
16572789,House,11700000,Gulistan-e-Jauhar,Karachi,Sindh,24.904693,67.12281,2,For Sale,2,6/5/2019,13068.048
16572790,House,65000000,DHA Defence,Karachi,Sindh,24.821639,67.071691,7,For Sale,6,6/5/2019,3267.012
16572792,House,20000000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.130733,5,For Sale,4,6/5/2019,13068.048
16572793,House,95000000,DHA Defence,Karachi,Sindh,24.821639,67.071691,7,For Sale,6,6/5/2019,65340
16572806,House,5500000,Malir,Karachi,Sindh,24.884762,67.198641,3,For Sale,8,6/5/2019,1089.004
16572807,House,20000000,Gulistan-e-Jauhar,Karachi,Sindh,24.915748,67.119548,4,For Sale,4,6/14/2019,13068.048
16574455,House,4000000,Gadap Town,Karachi,Sindh,25.022073,67.066469,2,For Sale,4,6/5/2019,9256.534
16574736,Flat,3600000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,2,6/5/2019,11434.542
16574865,Flat,3600000,North Karachi,Karachi,Sindh,24.972287,67.066298,2,For Sale,2,6/5/2019,8984.283
16575574,House,5500000,Malir,Karachi,Sindh,24.89321,67.195473,0,For Sale,0,6/5/2019,8712.032
16575619,Flat,11000000,North Nazimabad,Karachi,Sindh,24.929369,67.045226,2,For Sale,2,7/2/2019,14429.302999999998
16575638,Flat,8500000,North Nazimabad,Karachi,Sindh,24.948476,67.059474,3,For Sale,3,7/2/2019,15790.558
16575723,Flat,5200000,North Nazimabad,Karachi,Sindh,24.948476,67.059474,2,For Sale,2,7/2/2019,8439.780999999999
16576489,Flat,7000000,Garden West,Karachi,Sindh,24.873806,67.016224,0,For Sale,2,6/5/2019,11979.043999999998
16577463,House,29000000,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,4,For Sale,4,6/3/2019,1633.506
16578570,House,18200000,G-10,Islamabad,Islamabad Capital,33.67189,73.012254,4,For Sale,4,6/4/2019,17968.566
16580074,Flat,5724000,B-17,Islamabad,Islamabad Capital,33.68744,72.837576,2,For Sale,2,6/4/2019,11434.542
16581104,House,18800000,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,6,For Sale,6,6/5/2019,3267.012
16581567,House,7000000,Ali Pur,Islamabad,Islamabad Capital,33.644278,73.173237,3,For Sale,5,6/4/2019,1633.506
16582531,House,77500000,F-11,Islamabad,Islamabad Capital,33.683425,72.980804,6,For Sale,6,6/4/2019,70785
16584750,House,51000000,I-8,Islamabad,Islamabad Capital,33.66764,73.065948,7,For Sale,7,6/5/2019,38659.642
16584776,House,8000000,B-17,Islamabad,Islamabad Capital,33.68064,72.822189,4,For Sale,4,6/5/2019,2178.008
16584783,House,38000000,G-13,Islamabad,Islamabad Capital,33.656995,72.964962,6,For Sale,6,6/5/2019,38659.642
16585953,House,14000000,G-13,Islamabad,Islamabad Capital,33.645957,72.962472,5,For Sale,4,6/5/2019,11979.043999999998
16585963,House,26000000,G-13,Islamabad,Islamabad Capital,33.650458,72.956636,6,For Sale,5,6/19/2019,2178.008
16586995,Flat,12500000,Gulberg,Islamabad,Islamabad Capital,33.606327,73.159833,3,For Sale,3,6/5/2019,1633.506
16570180,House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.502004,73.074353,6,For Sale,5,7/3/2019,2722.51
16570342,House,17000000,Cantt,Rawalpindi,Punjab,33.62501,73.10004,3,For Sale,4,6/4/2019,2178.008
16570634,House,15000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393,5,For Sale,5,6/4/2019,1905.757
16570989,House,25000000,Airport Housing Society,Rawalpindi,Punjab,33.590885,73.133533,6,For Sale,6,6/4/2019,5445
16572455,House,6000000,Adiala Road,Rawalpindi,Punjab,33.550869,73.056182,3,For Sale,2,6/4/2019,1361.255
16572720,House,3800000,People Colony,Rawalpindi,Punjab,33.593326,73.028933,2,For Sale,6,6/4/2019,816.7529999999999
16574168,Flat,9000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.138218,0,For Sale,1,6/4/2019,10073.286999999998
16574672,House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.573152,73.110881,0,For Sale,4,6/4/2019,3539.263
16574866,House,7500000,Adiala Road,Rawalpindi,Punjab,33.55087,73.05618,5,For Sale,3,6/4/2019,1361.255
16574870,House,27000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.573152,73.110881,0,For Sale,7,6/4/2019,4356.016
16574972,House,26000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.573152,73.110881,0,For Sale,4,6/4/2019,4628.267
16575020,House,25000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,0,For Sale,5,6/4/2019,2994.7609999999995
16575129,House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,0,For Sale,5,6/4/2019,2722.51
16575176,House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555066,73.124753,5,For Sale,3,6/4/2019,2994.7609999999995
16575186,House,5500000,Adiala Road,Rawalpindi,Punjab,33.550869,73.056182,3,For Sale,2,6/4/2019,1361.255
16575196,Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.57022,73.116674,0,For Sale,1,6/4/2019,9801.036
16575409,Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.57022,73.116674,0,For Sale,1,6/4/2019,9801.036
16576978,House,15000000,Audit & Accounts Housing Society,Lahore,Punjab,31.3957,74.27217,4,For Sale,3,6/4/2019,4356.016
16577243,House,7000000,Green Cap Housing Society,Lahore,Punjab,31.39867938,74.35496807,3,For Sale,3,6/4/2019,1089.004
16577440,House,9000000,Green Cap Housing Society,Lahore,Punjab,31.39867938,74.35496807,3,For Sale,3,6/4/2019,1361.255
16577551,House,19000000,Allama Iqbal Town,Lahore,Punjab,31.506483,74.286017,5,For Sale,4,6/29/2019,2722.51
16577734,House,49000000,PCSIR Housing Scheme,Lahore,Punjab,31.452023,74.26255,8,For Sale,6,6/4/2019,5445
16579505,House,6200000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,2,For Sale,2,7/3/2019,544.502
16579506,House,8000000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579513,House,8000000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,6/4/2019,816.7529999999999
16579515,House,6500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,2,For Sale,2,6/4/2019,544.502
16579516,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,6/4/2019,816.7529999999999
16579520,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,6/4/2019,816.7529999999999
16579521,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579528,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579529,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579530,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579576,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579579,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579580,House,8500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579609,House,6000000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,2,For Sale,2,6/18/2019,544.502
16579680,House,8000000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,816.7529999999999
16579755,House,9500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,1089.004
16579794,House,9500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,For Sale,3,7/3/2019,1089.004
16580002,House,24500000,Tariq Gardens,Lahore,Punjab,31.422291,74.25529,6,For Sale,5,6/4/2019,2722.51
16580105,House,20000000,State Life Housing Society,Lahore,Punjab,31.44558,74.401217,5,For Sale,4,6/25/2019,2722.51
16580212,House,32500000,DHA Defence,Lahore,Punjab,31.475378,74.373808,3,For Sale,3,6/30/2019,5445
16580370,House,8000000,Al Rehman Garden,Lahore,Punjab,31.48685074,74.40814972,5,For Sale,5,6/4/2019,1361.255
16580486,House,85000000,DHA Defence,Lahore,Punjab,31.475378,74.373808,6,For Sale,5,6/4/2019,5445
16580517,House,66000000,DHA Defence,Lahore,Punjab,31.463665,74.400616,6,For Sale,5,6/11/2019,5445
16580581,House,64000000,DHA Defence,Lahore,Punjab,31.465422,74.385309,5,For Sale,5,6/4/2019,5445
16580609,House,31500000,DHA Defence,Lahore,Punjab,31.465422,74.385309,4,For Sale,4,6/4/2019,2722.51
16580625,House,29000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,5,6/4/2019,5445
16580626,House,15500000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,5,6/4/2019,2722.51
16580627,House,18000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,6,6/4/2019,5445
16580628,House,40000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,5,6/4/2019,5445
16580629,House,25000000,Peco Road,Lahore,Punjab,31.465641,74.341121,0,For Sale,5,6/4/2019,2994.7609999999995
16580630,House,7500000,Peco Road,Lahore,Punjab,31.465641,74.341121,0,For Sale,4,6/4/2019,12251.294999999998
16580631,House,10000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,4,6/4/2019,1361.255
16580632,House,16000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,5,6/4/2019,2722.51
16580633,House,29000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,5,6/4/2019,5445
16580634,House,11000000,Marghzar Officers Colony,Lahore,Punjab,31.503776,74.247222,0,For Sale,4,6/4/2019,1361.255
16580642,House,24000000,DHA Defence,Lahore,Punjab,31.465422,74.385309,4,For Sale,4,6/4/2019,2722.51
16580675,House,18000000,Acro Green - Bankers Avenue,Lahore,Punjab,31.437103,74.482945,5,For Sale,5,6/4/2019,2450.259
16580688,House,57500000,DHA Defence,Lahore,Punjab,31.465422,74.385309,5,For Sale,5,6/18/2019,5445
16580732,House,39000000,DHA Defence,Lahore,Punjab,31.465422,74.385309,4,For Sale,4,6/4/2019,2722.51
16580753,House,70000000,Gulberg,Lahore,Punjab,31.522361,74.347172,4,For Sale,4,6/4/2019,5445
16580796,House,150000000,Gulberg,Lahore,Punjab,31.522361,74.347172,3,For Sale,3,6/4/2019,10890
16580812,House,150000000,Gulberg,Lahore,Punjab,31.522361,74.347172,4,For Sale,4,6/18/2019,10890
16580932,House,12500000,Jubilee Town,Lahore,Punjab,31.409619,74.166126,6,For Sale,5,6/25/2019,1361.255
16581157,House,55000000,Cantt,Lahore,Punjab,31.5288,74.39312,7,For Sale,7,6/18/2019,5445
16581161,House,75000000,Cantt,Lahore,Punjab,31.52997,74.376383,5,For Sale,5,6/4/2019,65340
16581164,House,115000000,Cantt,Lahore,Punjab,31.51585,74.368329,0,For Sale,0,6/18/2019,10890
16581183,House,135000000,DHA Defence,Lahore,Punjab,31.471571,74.445906,6,For Sale,5,6/5/2019,10890
16582032,House,9500000,Bahria Nasheman,Lahore,Punjab,31.320464,74.400222,4,For Sale,3,6/4/2019,1361.255
16582033,House,9500000,Bahria Nasheman,Lahore,Punjab,31.320464,74.400222,4,For Sale,3,6/4/2019,14973.804999999998
16582034,House,8500000,Bahria Nasheman,Lahore,Punjab,31.320464,74.400222,4,For Sale,3,6/4/2019,1361.255
16582127,Flat,2000000,Khayaban-e-Amin,Lahore,Punjab,31.362173,74.282136,2,For Sale,2,6/18/2019,1361.255
16582304,House,15000000,Central Park Housing Scheme,Lahore,Punjab,31.321674,74.38086,5,For Sale,4,6/19/2019,2722.51
16582311,Farm House,30000000,Bedian Road,Lahore,Punjab,31.473474,74.429569,5,For Sale,4,6/25/2019,10890
16582361,House,15500000,Nawab Town,Lahore,Punjab,31.452609,74.249039,0,For Sale,5,6/4/2019,2722.51
16582362,House,7500000,Sultan Town,Lahore,Punjab,31.460297,74.240441,0,For Sale,3,6/4/2019,816.7529999999999
16582378,House,10000000,Revenue Society,Lahore,Punjab,31.448966,74.292209,0,For Sale,3,6/4/2019,1361.255
16582379,House,8500000,Revenue Society,Lahore,Punjab,31.448966,74.292209,0,For Sale,2,6/4/2019,1633.506
16583229,House,47500000,DHA Defence,Lahore,Punjab,31.471571,74.445906,6,For Sale,5,6/5/2019,5445
16583560,House,37500000,DHA Defence,Lahore,Punjab,31.471571,74.445906,6,For Sale,5,7/2/2019,5445
16583659,House,20000000,Bahria Town,Lahore,Punjab,31.380313,74.187183,7,For Sale,5,6/18/2019,2722.51
16583660,House,14500000,DHA Defence,Lahore,Punjab,31.462493,74.452372,4,For Sale,3,6/4/2019,1361.255
